"REF_DATE","GEO","DGUID","Air carrier levels","Balance sheet","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","985360","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","23401666","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","19136675","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","6440483","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","224657","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","11474286","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","472619","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","524629","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","4264991","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","93","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","2920890","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","1142173","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","201928","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","22265974","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","6314679","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","2422386","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","18135654","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","5682366","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","123255","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","19123","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","971488","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","22265974","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","18378759","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","6158487","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","67475","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","11200270","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","435457","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","517071","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","3887214","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","25","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","2778225","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","941181","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","167809","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1135692","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","364535","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","53754","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1082723","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","416683","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","75053","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","37560","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","13872","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1135692","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","757915","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","281996","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","157183","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","274016","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","37162","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","7558","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","377777","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","68","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","142665","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","200993","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","34119","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","26326413","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","7433888","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","","x","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","22819301","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","7127818","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","291498","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","90582","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","","x","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","26326413","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","21197476","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","6989140","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","277766","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","12913334","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","432591","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","584644","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","5128937","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","98","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","2417414","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","2153061","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","558461","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","25244461","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","7088536","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","21856959","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","6724007","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","249363","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","69948","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","","x","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","25244461","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","20519628","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","6755715","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","72793","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","12719258","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","404502","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","567360","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","4724833","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","26","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","2329150","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","1852313","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","543370","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1081953","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","345353","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","151527","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","962343","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","403811","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","42135","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","20634","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","5040","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1081953","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","677848","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","233426","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","204973","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","194077","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","28090","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","17283","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","404104","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","72","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","88265","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","300749","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","15091","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","29245278","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","8372084","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","2365323","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","25137971","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","8418310","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","313558","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","91597","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","1566250","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","29245278","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","21491070","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","7864300","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","427854","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","12031212","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","550663","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","617041","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","7754208","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","97","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","2436857","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","4688331","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","629019","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","27884020","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","24041734","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","7985837","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","264644","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","63404","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","1486512","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","27884020","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","20697308","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","7638296","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","595883","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","7186712","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","25","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","2302347","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","4277584","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","606781","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1361258","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1096237","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","432473","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","48914","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","28193","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","79738","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1361258","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","793762","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","226004","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","21158","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","567496","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","72","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","134510","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","410747","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","22238","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","31454154","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","9210960","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","","x","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","26957068","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","9115147","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","","x","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","185858","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","1183612","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","31454154","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","23614714","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","8595552","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","500698","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","13273762","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","588842","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","655860","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","7839440","","","","0"
