"REF_DATE","GEO","DGUID","Air carrier levels","Operating revenue and expenses","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1486302","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","257417","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","229065","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","28352","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","991123","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","918501","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","72623","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","50705","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","187056","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1399470","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","75473","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","792800","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","217825","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","75417","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","237955","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","71658","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","86832","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","-5506","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","748","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","22701","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","16448","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","9668","","","","0"
"2014","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","81327","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","22832738","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","19804368","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","18843859","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","960510","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1455797","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1214615","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","241181","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other flight - related revenue","Dollars","81","thousands","3","v122615334","1.1.8","143014","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other revenue","Dollars","81","thousands","3","v122615335","1.1.9","1429559","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating expenses","Dollars","81","thousands","3","v122615336","1.1.10","20360220","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615337","1.1.11","239894","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Aircraft operations","Dollars","81","thousands","3","v122615338","1.1.12","9681206","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615339","1.1.13","2399219","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Depreciation","Dollars","81","thousands","3","v122615340","1.1.14","1196767","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other expenses","Dollars","81","thousands","3","v122615341","1.1.15","6843134","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Net income (loss)","Dollars","81","thousands","3","v122615342","1.1.16","996782","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating income (loss), net","Dollars","81","thousands","3","v122615343","1.1.17","2472517","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615344","1.1.18","-1239060","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest and discount income","Dollars","81","thousands","3","v122615345","1.1.19","215452","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest expenses","Dollars","81","thousands","3","v122615346","1.1.20","525916","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615347","1.1.21","-928596","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Provision for income taxes","Dollars","81","thousands","3","v122615348","1.1.22","236676","","","","0"
"2015","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615349","1.1.23","1233458","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615350","1.2.1","21526687","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, scheduled services","Dollars","81","thousands","3","v122615351","1.2.2","19571130","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, scheduled services","Dollars","81","thousands","3","v122615352","1.2.3","18636586","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, scheduled services","Dollars","81","thousands","3","v122615353","1.2.4","934544","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, charter services","Dollars","81","thousands","3","v122615354","1.2.5","594380","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, charter services","Dollars","81","thousands","3","v122615355","1.2.6","429910","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, charter services","Dollars","81","thousands","3","v122615356","1.2.7","164469","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other flight - related revenue","Dollars","81","thousands","3","v122615357","1.2.8","79666","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other revenue","Dollars","81","thousands","3","v122615358","1.2.9","1281511","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating expenses","Dollars","81","thousands","3","v122615359","1.2.10","19144720","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615360","1.2.11","163779","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Aircraft operations","Dollars","81","thousands","3","v122615361","1.2.12","8990410","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, flight equipment","Dollars","81","thousands","3","v122615362","1.2.13","2221285","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Depreciation","Dollars","81","thousands","3","v122615363","1.2.14","1122273","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other expenses","Dollars","81","thousands","3","v122615364","1.2.15","6646973","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Net income (loss)","Dollars","81","thousands","3","v122615365","1.2.16","924428","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating income (loss), net","Dollars","81","thousands","3","v122615366","1.2.17","2381967","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating income (loss), net","Dollars","81","thousands","3","v122615367","1.2.18","-1233715","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest and discount income","Dollars","81","thousands","3","v122615368","1.2.19","214736","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest expenses","Dollars","81","thousands","3","v122615369","1.2.20","503956","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615370","1.2.21","-944496","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Provision for income taxes","Dollars","81","thousands","3","v122615371","1.2.22","223823","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Levels I and II","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615372","1.2.23","1148251","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1306051","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","233239","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","207273","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","25966","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","861417","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","784705","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","76712","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","63348","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","148047","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1215500","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","76116","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","690795","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","177934","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","74494","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","196161","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","72354","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","90551","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","-5344","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","715","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","21960","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","15900","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","12853","","","","0"
"2015","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","85206","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","23230889","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","20359136","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","19219944","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","1139192","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1207187","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1098860","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","108327","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other flight - related revenue","Dollars","81","thousands","3","v122615334","1.1.8","161849","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other revenue","Dollars","81","thousands","3","v122615335","1.1.9","1502717","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating expenses","Dollars","81","thousands","3","v122615336","1.1.10","21201036","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615337","1.1.11","162953","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Aircraft operations","Dollars","81","thousands","3","v122615338","1.1.12","9129786","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615339","1.1.13","2805412","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Depreciation","Dollars","81","thousands","3","v122615340","1.1.14","1537666","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other expenses","Dollars","81","thousands","3","v122615341","1.1.15","7565219","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Net income (loss)","Dollars","81","thousands","3","v122615342","1.1.16","1166968","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating income (loss), net","Dollars","81","thousands","3","v122615343","1.1.17","2029852","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615344","1.1.18","-965578","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest and discount income","Dollars","81","thousands","3","v122615345","1.1.19","","x","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest expenses","Dollars","81","thousands","3","v122615346","1.1.20","554317","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615347","1.1.21","","x","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Provision for income taxes","Dollars","81","thousands","3","v122615348","1.1.22","-102693","","","","0"
"2016","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615349","1.1.23","1064275","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615350","1.2.1","22105070","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, scheduled services","Dollars","81","thousands","3","v122615351","1.2.2","20089862","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, scheduled services","Dollars","81","thousands","3","v122615352","1.2.3","18989514","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, scheduled services","Dollars","81","thousands","3","v122615353","1.2.4","1100348","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, charter services","Dollars","81","thousands","3","v122615354","1.2.5","532648","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, charter services","Dollars","81","thousands","3","v122615355","1.2.6","472915","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, charter services","Dollars","81","thousands","3","v122615356","1.2.7","59733","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other flight - related revenue","Dollars","81","thousands","3","v122615357","1.2.8","117118","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other revenue","Dollars","81","thousands","3","v122615358","1.2.9","1365441","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating expenses","Dollars","81","thousands","3","v122615359","1.2.10","20163202","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615360","1.2.11","130103","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Aircraft operations","Dollars","81","thousands","3","v122615361","1.2.12","8582361","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, flight equipment","Dollars","81","thousands","3","v122615362","1.2.13","2634562","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Depreciation","Dollars","81","thousands","3","v122615363","1.2.14","1481026","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other expenses","Dollars","81","thousands","3","v122615364","1.2.15","7335150","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Net income (loss)","Dollars","81","thousands","3","v122615365","1.2.16","1096950","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating income (loss), net","Dollars","81","thousands","3","v122615366","1.2.17","1941868","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating income (loss), net","Dollars","81","thousands","3","v122615367","1.2.18","-962964","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest and discount income","Dollars","81","thousands","3","v122615368","1.2.19","","x","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest expenses","Dollars","81","thousands","3","v122615369","1.2.20","542558","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615370","1.2.21","","x","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Provision for income taxes","Dollars","81","thousands","3","v122615371","1.2.22","-118046","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Levels I and II","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615372","1.2.23","978904","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1125819","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","269274","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","230430","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","38844","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","674538","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","625945","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","48594","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","44731","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","137276","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1037835","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","32850","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","547425","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","170850","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","56640","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","230069","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","70018","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","87984","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","-2614","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","1914","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","11759","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","7231","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","15352","","","","0"
"2016","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","85371","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","25548635","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","22640731","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","21305857","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","1334874","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1295231","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1154391","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","140840","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other flight - related revenue","Dollars","81","thousands","3","v122615334","1.1.8","225444","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other revenue","Dollars","81","thousands","3","v122615335","1.1.9","1387230","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating expenses","Dollars","81","thousands","3","v122615336","1.1.10","23295287","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615337","1.1.11","153804","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Aircraft operations","Dollars","81","thousands","3","v122615338","1.1.12","10277456","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615339","1.1.13","3112853","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Depreciation","Dollars","81","thousands","3","v122615340","1.1.14","1650231","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other expenses","Dollars","81","thousands","3","v122615341","1.1.15","8100943","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Net income (loss)","Dollars","81","thousands","3","v122615342","1.1.16","2729993","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating income (loss), net","Dollars","81","thousands","3","v122615343","1.1.17","2253349","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615344","1.1.18","","x","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest and discount income","Dollars","81","thousands","3","v122615345","1.1.19","","x","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest expenses","Dollars","81","thousands","3","v122615346","1.1.20","392378","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615347","1.1.21","171173","","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Provision for income taxes","Dollars","81","thousands","3","v122615348","1.1.22","","x","","","0"
"2017","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615349","1.1.23","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615350","1.2.1","24231876","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, scheduled services","Dollars","81","thousands","3","v122615351","1.2.2","22359354","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, scheduled services","Dollars","81","thousands","3","v122615352","1.2.3","21063737","","","","0"
